RMAID,OrderID,Step,Status,Reason
15931,15869,Product replacement or account refund processed,Complete,Incorrect
15932,15879,Product replacement or account refund processed,Complete,Order
15933,15879,Product replacement or account refund processed,Complete,Order
15934,15874,Product replacement or account refund processed,Complete,Incorrect
15935,15882,Product replacement or account refund processed,Complete,Incorrect
15936,15882,Product replacement or account refund processed,Complete,Defective
15937,15882,Product replacement or account refund processed,Complete,Order
15938,15882,Product replacement or account refund processed,Complete,Incorrect
15939,15882,Product replacement or account refund processed,Complete,Order
15940,15878,Product replacement or account refund processed,Complete,Order
15941,15879,Product replacement or account refund processed,Complete,Order
15942,15880,Product replacement or account refund processed,Complete,Order
15943,15881,Product replacement or account refund processed,Complete,Defective
15944,15882,Product replacement or account refund processed,Complete,Order
15945,15883,Product replacement or account refund processed,Complete,Order
15946,15884,Product replacement or account refund processed,Complete,Incorrect
15947,15889,Product replacement or account refund processed,Complete,Defective
15948,15890,Product replacement or account refund processed,Complete,Order
15949,15892,Product replacement or account refund processed,Complete,Defective
15950,15893,Product replacement or account refund processed,Complete,Order
15951,15895,Product replacement or account refund processed,Complete,Defective
15952,15899,Product replacement or account refund processed,Complete,Incorrect
15953,15900,Product replacement or account refund processed,Complete,Defective
15954,15900,Product replacement or account refund processed,Complete,Order
15955,15900,Product replacement or account refund processed,Complete,Incorrect
15956,15896,Product replacement or account refund processed,Complete,Defective
15957,15898,Product replacement or account refund processed,Complete,Incorrect
15958,15899,Product replacement or account refund processed,Complete,Incorrect
15959,15906,Product replacement or account refund processed,Complete,Defective
15960,15900,Product replacement or account refund processed,Complete,Defective
15961,15903,Product replacement or account refund processed,Complete,Order
15962,15904,Product replacement or account refund processed,Complete,Order
15963,15906,Product replacement or account refund processed,Complete,Defective
15964,15907,Product replacement or account refund processed,Complete,Order
15965,15903,Product replacement or account refund processed,Complete,Incorrect
15966,15904,Received returned equipment,Initiated,Order
15967,15905,Awaiting customer Documentation,Pending,Incorrect
15968,15906,Awaiting customer Documentation,Pending,Order
15969,15907,Product replacement or account refund processed,Complete,Defective
15970,15917,Product replacement or account refund processed,Complete,Incorrect
15971,15910,Product replacement or account refund processed,Complete,Defective
15972,15911,Product replacement or account refund processed,Complete,Incorrect
15973,15913,Product replacement or account refund processed,Complete,Incorrect
15974,15914,Product replacement or account refund processed,Complete,Incorrect
15975,15916,Product replacement or account refund processed,Complete,Defective
15976,15917,Awaiting customer Documentation,Pending,Defective
15977,15918,Product replacement or account refund processed,Complete,Defective
15978,15919,Product replacement or account refund processed,Complete,Order
15979,15923,Awaiting customer Documentation,Pending,Defective
15980,15924,Product replacement or account refund processed,Complete,Defective
15981,15925,Product replacement or account refund processed,Complete,Order
15982,15929,Product replacement or account refund processed,Complete,Defective
15983,15921,Product replacement or account refund processed,Complete,Defective
15984,15922,Product replacement or account refund processed,Complete,Defective
15985,15932,Product replacement or account refund processed,Complete,Incorrect
15986,15933,Product replacement or account refund processed,Complete,Defective
15987,15933,Product replacement or account refund processed,Complete,Order
15988,15934,Product replacement or account refund processed,Complete,Order
15989,15933,Product replacement or account refund processed,Complete,Order
15990,15934,Product replacement or account refund processed,Complete,Defective
15991,15933,Product replacement or account refund processed,Complete,Defective
15992,15934,Product replacement or account refund processed,Complete,Order
